N,K,P,Zn,Mg,S,pH,Rainfall,Temperature,Humidity,Crop_Subcategory
3.1,2.8,1.6,0.3,1.5,0.5,6.9,673.2,25.0,71.5,Rice_Ponni
3.1,3.2,1.7,0.5,1.2,0.8,7.1,643.5,26.9,76.8,Rice_Ponni
2.6,3.2,1.6,0.6,1.0,0.6,6.3,749.7,25.8,69.8,Rice_Ponni
2.6,3.4,1.7,0.5,1.5,0.8,6.7,716.6,29.8,71.8,Rice_Ponni
3.0,3.0,2.4,0.3,1.3,0.6,7.0,704.0,24.8,75.0,Rice_Ponni
2.9,2.8,2.2,0.2,1.4,0.6,6.7,721.7,29.0,79.2,Rice_Ponni
2.6,2.6,1.5,0.4,1.0,0.5,6.6,710.7,29.7,70.7,Rice_Ponni
3.1,2.8,1.6,0.5,1.3,0.6,7.0,842.3,23.7,65.4,Rice_Ponni
3.1,3.3,2.5,0.4,1.3,0.7,6.8,720.2,23.2,65.3,Rice_Ponni
3.1,3.4,1.8,0.4,1.4,0.6,6.2,780.5,25.7,79.6,Rice_Ponni
2.5,3.4,1.6,0.6,1.5,0.7,6.3,785.7,26.8,67.5,Rice_Ponni
2.9,3.2,2.2,0.3,1.4,0.4,6.4,839.8,26.9,72.4,Rice_Ponni
2.8,2.7,2.0,0.4,1.6,0.7,6.4,804.2,25.3,72.7,Rice_Ponni
2.8,2.6,1.8,0.3,1.6,0.3,6.3,690.9,26.7,73.8,Rice_Ponni
2.7,3.4,2.2,0.5,1.2,0.4,7.2,765.2,23.8,71.1,Rice_Ponni
3.1,2.7,1.8,0.4,1.5,0.7,7.1,787.9,24.6,75.3,Rice_Matta
2.9,2.7,1.6,0.3,1.2,0.4,6.8,631.1,29.2,66.1,Rice_Matta
3.2,3.1,2.4,0.4,1.2,0.5,7.2,644.9,25.3,74.4,Rice_Matta
2.6,2.6,2.2,0.6,1.0,0.7,6.5,657.2,26.3,73.7,Rice_Matta
2.5,3.2,1.8,0.6,1.2,0.7,6.9,811.9,26.6,78.4,Rice_Matta
2.6,2.8,2.2,0.5,1.4,0.8,6.5,640.0,26.6,72.3,Rice_Matta
2.8,3.1,2.3,0.3,1.4,0.7,6.9,768.1,24.4,75.3,Rice_Matta
2.8,3.2,2.1,0.3,1.5,0.8,6.3,763.9,25.6,77.5,Rice_Matta
2.5,2.6,2.0,0.2,1.1,0.7,6.7,781.0,24.1,73.9,Rice_Matta
2.5,3.4,1.7,0.2,1.1,0.5,6.3,769.3,28.8,76.6,Rice_Matta
3.1,3.2,1.9,0.4,1.0,0.5,7.0,760.4,27.8,72.9,Rice_Matta
2.5,3.2,2.0,0.5,1.2,0.7,6.3,794.8,25.7,67.8,Rice_Matta
3.2,3.4,1.7,0.6,1.5,0.6,7.1,826.9,24.9,71.5,Rice_Matta
2.9,2.8,1.5,0.5,1.4,0.4,6.4,642.6,28.0,67.6,Rice_Matta
2.5,3.2,1.6,0.4,1.5,0.7,6.3,631.3,24.2,74.0,Rice_Matta
2.6,2.8,2.4,0.5,1.4,0.8,6.4,712.0,25.1,74.1,Rice_Matta
2.7,3.1,2.0,0.4,1.1,0.6,6.3,799.7,26.2,75.6,Rice_Matta
2.6,3.2,1.5,0.4,1.0,0.5,6.9,796.0,25.8,77.0,Rice_Matta
2.5,3.4,2.3,0.2,1.1,0.6,6.5,671.8,24.9,79.2,Rice_Matta
3.1,2.9,2.1,0.5,1.2,0.3,6.8,761.3,24.4,65.7,Rice_Matta
2.9,2.5,1.9,0.3,1.1,0.5,7.1,833.7,24.8,68.7,Rice_Matta
2.7,3.0,1.6,0.6,1.4,0.8,6.6,743.0,24.8,68.0,Rice_Matta
2.9,2.7,1.6,0.5,1.5,0.6,6.9,721.3,27.0,78.3,Rice_Matta
2.5,3.1,2.2,0.2,1.3,0.3,7.1,612.2,24.2,68.2,Rice_Matta
2.5,3.0,2.5,0.3,1.1,0.8,6.6,739.9,26.6,66.6,Rice_Matta
2.7,3.5,1.8,0.3,1.3,0.6,6.8,708.1,24.8,76.1,Rice_Matta
2.5,3.1,2.0,0.5,1.1,0.6,6.7,701.1,28.6,75.4,Rice_Matta
2.5,3.2,2.3,0.4,1.2,0.3,6.9,801.5,24.8,71.7,Rice_Matta
2.7,2.8,1.5,0.5,1.1,0.3,6.7,642.5,25.5,70.9,Rice_Matta
2.5,3.3,2.4,0.6,1.6,0.4,6.5,714.3,29.0,75.6,Rice_Matta
3.1,3.2,1.7,0.5,1.5,0.5,6.9,637.8,25.0,75.2,Rice_Matta
3.0,3.0,2.2,0.5,1.0,0.8,7.0,833.9,28.3,78.1,Rice_Matta
2.9,3.4,1.5,0.5,1.0,0.7,6.2,824.1,24.7,68.1,Rice_Matta
3.2,2.6,1.9,0.3,1.1,0.6,6.2,617.4,23.6,77.6,Rice_Matta
2.5,2.6,2.1,0.2,1.1,0.4,6.9,801.7,29.5,70.5,Rice_Matta
3.1,2.7,1.6,0.5,1.3,0.6,6.9,686.1,27.5,70.9,Rice_Matta
3.1,2.7,2.1,0.5,1.0,0.8,6.7,694.9,28.2,73.4,Rice_Matta
2.6,2.9,2.1,0.6,1.5,0.7,6.4,835.9,25.7,77.8,Rice_Matta
3.2,3.2,2.4,0.4,1.2,0.6,6.8,766.3,27.5,65.1,Rice_Matta
3.0,3.1,1.9,0.6,1.4,0.5,7.0,662.4,29.1,69.3,Rice_Matta
3.0,3.5,1.7,0.6,1.3,0.4,6.8,704.4,24.6,79.5,Rice_Matta
2.7,2.8,1.9,0.5,1.3,0.7,6.2,766.6,26.1,73.1,Rice_Matta
3.0,3.3,2.2,0.4,1.0,0.8,7.1,762.3,25.1,72.0,Rice_Matta
2.5,3.1,2.1,0.3,1.0,0.5,7.1,638.0,25.4,65.3,Rice_Matta
3.0,2.6,2.4,0.3,1.3,0.7,6.6,729.8,28.2,68.4,Rice_Matta
2.5,2.9,2.0,0.4,1.2,0.4,6.7,836.1,29.2,72.7,Rice_Matta
2.8,3.2,2.3,0.5,1.1,0.6,6.8,646.1,27.2,68.2,Rice_Matta
2.7,3.5,1.9,0.2,1.1,0.4,6.2,677.0,27.6,78.1,Rice_Matta
2.6,3.4,2.4,0.5,1.1,0.7,6.2,815.9,27.1,76.3,Rice_Matta
2.6,2.8,2.4,0.3,1.5,0.7,7.0,693.9,27.5,74.9,Rice_Matta
2.6,2.6,1.5,0.6,1.4,0.5,7.1,727.2,26.8,69.9,Rice_Matta
2.7,2.7,1.7,0.4,1.1,0.5,7.1,672.9,29.6,68.0,Rice_Matta
2.6,2.8,2.1,0.5,1.1,0.6,6.9,635.7,27.3,70.1,Rice_Matta
3.2,2.7,1.6,0.2,1.3,0.7,6.9,806.8,25.2,66.5,Rice_Matta
2.7,2.6,2.0,0.4,1.1,0.4,6.6,799.4,23.8,76.3,Rice_Matta
2.9,3.1,1.8,0.4,1.1,0.6,6.7,729.4,26.6,69.6,Rice_Matta
2.8,3.3,1.8,0.3,1.2,0.5,6.9,614.9,29.3,76.8,Rice_Matta
2.8,2.8,2.1,0.4,1.4,0.8,6.6,687.8,28.4,75.9,Rice_Matta
2.6,2.6,1.8,0.6,1.3,0.6,6.5,683.6,25.8,68.2,Rice_Matta
3.0,2.9,1.6,0.3,1.3,0.5,7.1,704.9,23.6,66.7,Rice_Matta
3.2,3.3,1.9,0.6,1.2,0.3,6.9,790.9,28.0,70.8,Rice_Matta
2.7,2.8,2.0,0.4,1.3,0.3,6.3,673.5,28.0,66.3,Rice_Matta
3.1,3.2,2.2,0.3,1.1,0.5,7.1,616.3,23.2,74.8,Rice_Matta
3.0,3.2,1.7,0.4,1.0,0.4,6.4,665.7,28.8,68.8,Rice_Matta
3.2,3.1,2.3,0.4,1.0,0.3,6.8,840.3,24.2,74.8,Rice_Matta
3.0,3.0,2.4,0.5,1.3,0.6,7.2,652.7,23.5,66.8,Rice_Matta
2.6,3.4,2.1,0.2,1.1,0.6,6.8,824.9,24.3,78.5,Rice_Matta
2.9,2.7,1.8,0.6,1.3,0.8,6.5,723.3,28.5,72.1,Rice_Matta
3.1,2.8,2.3,0.3,1.3,0.7,6.6,675.8,29.3,78.2,Rice_Matta
2.8,3.1,1.7,0.6,1.5,0.7,6.4,701.4,28.4,70.6,Rice_Matta
3.0,3.0,2.3,0.5,1.3,0.5,6.4,843.5,24.1,75.5,Rice_Matta
2.7,3.0,2.0,0.4,1.6,0.7,6.5,705.4,23.1,77.8,Rice_Matta
3.2,2.9,2.3,0.4,1.1,0.8,6.9,639.4,23.8,71.3,Rice_Matta
3.1,3.1,1.8,0.5,1.6,0.3,6.3,635.9,27.9,69.8,Rice_Matta
3.0,2.9,2.5,0.6,1.4,0.8,6.8,644.9,28.3,71.1,Rice_Matta
2.6,2.7,1.5,0.4,1.3,0.5,6.8,822.6,23.4,77.0,Rice_Matta
3.2,3.0,1.6,0.4,1.5,0.3,7.0,685.4,25.1,70.9,Rice_Matta
2.5,3.3,2.0,0.5,1.4,0.7,6.9,846.0,28.3,68.6,Rice_Matta
2.7,3.1,2.5,0.4,1.3,0.6,7.0,768.9,26.4,65.4,Rice_Matta
2.6,3.3,2.2,0.4,1.4,0.7,7.1,663.5,28.9,77.5,Rice_Matta
2.7,3.0,2.3,0.5,1.1,0.5,6.4,775.4,29.7,75.2,Rice_Matta
2.7,2.6,1.6,0.2,1.1,0.3,6.8,790.0,24.0,78.3,Rice_Matta
3.0,3.5,2.0,0.4,1.6,0.6,7.1,648.0,29.4,71.9,Rice_Matta
2.6,3.3,2.2,0.4,1.6,0.7,6.7,667.4,23.2,67.9,Rice_Matta
2.9,2.6,2.1,0.3,1.5,0.4,6.9,823.5,28.4,66.7,Rice_Matta
2.7,3.1,2.0,0.4,1.1,0.7,6.9,688.8,24.1,65.3,Rice_Matta
3.1,2.6,2.0,0.5,1.3,0.7,6.6,616.8,23.5,67.3,Rice_Matta
2.8,3.5,2.0,0.2,1.0,0.5,6.7,716.0,27.4,76.5,Rice_Matta
2.5,3.2,1.7,0.2,1.1,0.3,6.6,768.1,28.9,66.9,Rice_Matta
2.8,3.0,1.7,0.2,1.1,0.4,6.2,635.6,23.6,65.5,Rice_Matta
3.0,2.6,2.3,0.5,1.0,0.7,6.3,744.1,26.0,77.9,Rice_Matta
2.7,2.9,1.8,0.6,1.2,0.7,7.0,742.2,25.9,75.9,Rice_Matta
2.6,2.7,2.3,0.5,1.3,0.7,6.7,739.0,29.1,71.4,Rice_Matta
2.5,2.7,2.4,0.5,1.0,0.6,6.8,769.4,27.3,73.4,Rice_Matta
3.0,3.2,1.8,0.5,1.2,0.7,6.9,789.9,28.8,66.7,Rice_Matta
2.9,2.9,2.4,0.5,1.6,0.7,6.4,822.1,25.5,77.1,Rice_Matta
2.6,3.3,2.3,0.6,1.4,0.8,6.6,754.4,25.4,69.0,Rice_Matta
2.7,3.0,2.2,0.2,1.4,0.6,6.4,627.6,27.9,66.9,Rice_Matta
2.7,2.9,2.2,0.5,1.2,0.7,7.1,662.5,25.7,78.5,Rice_Matta
2.6,2.8,2.0,0.2,1.5,0.7,7.1,642.6,27.2,73.5,Rice_Matta
3.1,3.1,2.1,0.4,1.3,0.6,6.6,682.0,26.4,79.5,Sugarcane_Co 86032
2.9,2.9,1.9,0.3,1.3,0.8,6.6,698.4,26.7,68.7,Sugarcane_Co 86032
2.6,3.0,2.2,0.5,1.2,0.8,6.8,609.6,27.4,71.7,Sugarcane_Co 86032
2.6,3.2,1.6,0.4,1.3,0.4,7.1,837.2,28.8,72.4,Sugarcane_Co 86032
2.8,2.9,1.5,0.6,1.3,0.8,6.4,762.0,25.3,79.4,Sugarcane_Co 86032
2.5,3.1,1.8,0.2,1.2,0.3,7.2,731.5,23.4,75.6,Sugarcane_Co 86032
3.0,3.3,1.9,0.3,1.5,0.6,6.8,677.5,28.1,73.3,Sugarcane_Co 86032
2.9,3.4,1.8,0.5,1.2,0.3,6.7,778.2,25.6,79.8,Sugarcane_Co 86032
2.7,2.6,1.5,0.5,1.6,0.3,6.4,713.8,28.3,78.6,Sugarcane_Co 86032
2.7,2.7,1.7,0.3,1.5,0.6,6.5,616.4,24.4,79.0,Sugarcane_Co 86032
2.9,2.6,1.7,0.3,1.1,0.7,7.1,748.0,25.9,65.3,Sugarcane_Co 86032
2.5,3.0,1.8,0.3,1.0,0.4,6.3,817.0,26.2,73.2,Sugarcane_Co 86032
3.0,2.8,1.8,0.4,1.4,0.7,6.4,640.1,27.0,65.2,Sugarcane_Co 86032
3.0,2.9,2.0,0.5,1.0,0.3,6.4,669.8,24.5,78.9,Sugarcane_Co 86032
2.5,2.8,1.7,0.4,1.6,0.7,6.6,759.1,27.8,73.7,Sugarcane_Co 86032
2.5,2.5,2.3,0.6,1.6,0.5,6.8,697.5,26.2,79.8,Sugarcane_Co 86032
2.6,2.9,2.2,0.5,1.4,0.5,6.9,628.2,25.7,72.3,Sugarcane_Co 86032
2.6,3.4,2.5,0.4,1.5,0.7,6.8,758.7,28.1,69.5,Sugarcane_Co 86032
3.2,2.7,2.2,0.3,1.6,0.3,6.8,816.6,28.5,67.5,Sugarcane_Co 86032
2.5,3.1,1.9,0.2,1.3,0.6,6.9,764.7,26.6,77.3,Sugarcane_Co 86032
2.7,2.8,2.4,0.6,1.3,0.6,7.2,790.6,24.4,69.1,Sugarcane_Co 86032
3.0,3.3,2.5,0.5,1.5,0.8,6.5,788.2,23.2,74.2,Sugarcane_Co 86032
2.7,3.3,2.4,0.4,1.1,0.4,6.2,697.7,28.9,68.8,Sugarcane_Co 86032
3.1,2.6,1.6,0.3,1.2,0.8,6.8,651.3,28.9,71.0,Sugarcane_Co 86032
3.1,3.4,1.8,0.4,1.0,0.8,6.8,606.3,25.0,69.7,Sugarcane_Co 86032
3.0,3.2,1.7,0.5,1.3,0.6,7.0,756.3,23.1,68.0,Sugarcane_Co 86032
2.8,2.8,1.8,0.6,1.4,0.3,6.3,733.7,28.5,69.7,Sugarcane_Co 86032
3.1,2.8,1.5,0.6,1.5,0.6,7.2,646.1,26.3,73.6,Sugarcane_Co 86032
2.7,2.9,1.8,0.4,1.5,0.8,6.5,644.0,28.0,67.9,Sugarcane_Co 86032
2.7,2.7,2.5,0.5,1.4,0.5,6.9,782.6,28.0,77.7,Sugarcane_Co 86032
3.1,2.9,1.9,0.5,1.3,0.7,6.8,694.9,29.3,65.3,Sugarcane_Co 86032
2.7,3.4,1.8,0.6,1.2,0.5,7.1,630.7,25.6,65.5,Sugarcane_Co 86032
2.7,2.7,2.3,0.5,1.5,0.3,7.2,695.8,29.0,70.4,Sugarcane_Co 86032
3.2,2.9,1.8,0.3,1.5,0.4,6.9,779.3,23.5,65.9,Sugarcane_Co 86032
2.8,2.9,2.2,0.3,1.3,0.7,7.1,733.5,28.4,76.4,Sugarcane_Co 86032
2.6,2.8,1.6,0.2,1.3,0.3,6.3,641.4,27.7,76.5,Sugarcane_Co 86032
3.0,3.3,2.3,0.5,1.6,0.4,6.3,738.1,28.0,70.3,Sugarcane_Co 86032
3.1,3.0,1.8,0.3,1.3,0.5,6.7,796.2,24.8,67.2,Sugarcane_Co 86032
3.1,3.4,2.2,0.5,1.2,0.7,6.3,654.3,29.7,75.7,Sugarcane_Co 86032
3.0,3.0,2.0,0.4,1.5,0.5,6.6,771.4,25.6,77.2,Sugarcane_Co 86032
2.9,3.2,1.6,0.2,1.6,0.4,6.8,610.7,24.5,71.8,Sugarcane_Co 86032
2.6,2.8,1.6,0.3,1.2,0.6,6.7,671.5,24.2,69.4,Sugarcane_Co 86032
2.5,3.2,2.0,0.5,1.5,0.4,7.1,719.8,30.0,75.4,Sugarcane_Co 86032
2.7,3.1,1.5,0.4,1.1,0.7,6.6,813.1,26.8,67.2,Sugarcane_Co 86032
2.7,3.3,2.3,0.3,1.4,0.7,6.8,779.8,23.8,78.8,Sugarcane_Co 86032
3.1,3.5,2.2,0.3,1.0,0.4,7.1,663.3,23.7,79.3,Sugarcane_Co 86032
3.0,2.6,1.9,0.3,1.2,0.6,6.4,676.9,24.4,65.7,Sugarcane_Co 86032
2.8,3.1,1.7,0.4,1.2,0.5,6.3,693.0,29.5,76.9,Sugarcane_Co 86032
2.6,3.0,1.7,0.4,1.4,0.5,6.3,767.2,24.2,67.1,Sugarcane_Co 86032
2.7,3.2,2.0,0.5,1.6,0.6,7.0,687.1,26.0,77.7,Sugarcane_Co 86032
3.1,3.3,2.2,0.6,1.4,0.4,7.0,660.0,24.1,66.3,Sugarcane_Co 86032
2.8,2.5,2.3,0.4,1.1,0.6,6.8,845.2,26.1,75.0,Sugarcane_Co 86032
3.0,3.3,2.1,0.4,1.2,0.4,6.6,625.7,28.1,67.0,Sugarcane_Co 86032
2.6,2.6,2.4,0.4,1.4,0.5,6.9,726.1,24.2,72.8,Sugarcane_Co 86032
2.9,3.2,1.6,0.2,1.2,0.4,6.4,729.2,24.7,69.9,Sugarcane_Co 86032
2.9,2.8,2.4,0.6,1.2,0.5,6.6,799.4,23.7,75.1,Sugarcane_Co 86032
2.9,2.8,2.2,0.3,1.1,0.3,6.9,704.0,23.9,67.8,Sugarcane_Co 86032
2.6,2.7,2.2,0.5,1.4,0.7,6.8,623.0,29.1,65.2,Sugarcane_Co 86032
2.7,3.2,2.1,0.6,1.6,0.7,6.5,738.5,24.2,78.8,Sugarcane_Co 86032
3.0,3.3,1.7,0.3,1.4,0.7,6.6,646.4,24.6,71.3,Sugarcane_Co 86032
2.5,3.0,1.7,0.3,1.1,0.4,7.1,757.9,29.0,75.6,Sugarcane_Co 86032
2.8,2.6,2.0,0.3,1.5,0.6,6.7,658.3,27.3,66.2,Sugarcane_Co 86032
3.2,2.9,1.5,0.5,1.2,0.7,6.7,654.7,28.1,65.2,Sugarcane_Co 86032
2.9,3.3,1.6,0.3,1.1,0.7,6.8,792.8,29.2,65.4,Sugarcane_Co 86032
3.2,3.2,1.5,0.3,1.3,0.4,6.7,602.1,29.2,69.6,Sugarcane_Co 86032
3.0,3.1,1.8,0.4,1.3,0.6,6.3,628.4,27.8,71.8,Sugarcane_Co 86032
2.9,3.1,2.1,0.6,1.6,0.5,6.5,842.4,26.2,65.3,Sugarcane_Co 86032
3.0,3.4,2.3,0.4,1.4,0.8,7.1,841.2,27.9,71.7,Sugarcane_Co 86032
2.8,3.3,1.6,0.3,1.5,0.5,6.2,665.6,29.5,69.0,Sugarcane_Co 86032
3.0,3.1,1.8,0.3,1.1,0.7,7.0,844.2,29.0,75.9,Sugarcane_Co 86032
2.8,2.5,1.8,0.2,1.5,0.7,6.9,828.1,26.4,76.8,Sugarcane_Co 86032
3.1,3.0,2.4,0.6,1.2,0.3,7.1,806.4,25.3,74.8,Sugarcane_Co 86032
2.8,3.4,1.8,0.4,1.1,0.5,6.8,713.7,27.0,76.2,Sugarcane_Co 86032
2.7,2.9,2.4,0.3,1.5,0.5,6.8,771.2,25.3,67.8,Sugarcane_Co 86032
3.1,2.5,1.9,0.2,1.4,0.4,6.3,612.9,23.8,68.3,Sugarcane_Co 86032
2.6,2.7,1.9,0.3,1.2,0.6,6.5,603.4,24.2,69.7,Sugarcane_Co 86032
3.0,3.5,2.0,0.4,1.6,0.7,6.5,739.4,28.0,71.6,Sugarcane_Co 86032
2.6,3.2,1.5,0.4,1.1,0.5,6.3,783.8,29.1,70.7,Sugarcane_Co 86032
2.7,2.5,1.6,0.5,1.3,0.8,6.3,643.8,24.3,76.4,Sugarcane_Co 86032
2.9,2.6,1.7,0.6,1.5,0.7,6.9,691.0,26.7,69.5,Sugarcane_Co 86032
2.6,3.5,2.2,0.3,1.3,0.8,6.9,821.1,29.3,71.7,Sugarcane_Co 86032
3.1,3.1,2.4,0.4,1.6,0.6,6.5,614.2,25.9,77.7,Sugarcane_Co 86032
2.8,2.9,1.7,0.5,1.4,0.4,7.2,630.5,29.4,68.6,Sugarcane_Co 86032
2.6,3.0,1.7,0.3,1.2,0.4,7.0,784.8,27.0,66.3,Sugarcane_Co 86032
2.7,3.4,2.4,0.4,1.1,0.4,7.2,802.9,24.5,71.6,Sugarcane_Co 86032
2.8,2.9,2.3,0.5,1.4,0.4,6.2,621.8,26.0,67.9,Sugarcane_Co 86032
2.7,3.3,2.1,0.5,1.1,0.5,6.3,698.2,29.7,69.0,Sugarcane_Co 86032
2.7,3.2,2.1,0.4,1.6,0.6,6.2,708.7,24.2,71.8,Sugarcane_Co 86032
2.9,3.0,2.2,0.4,1.2,0.7,6.5,695.6,28.7,75.5,Sugarcane_Co 86032
3.1,3.1,2.2,0.3,1.5,0.8,6.7,647.0,26.3,73.6,Sugarcane_Co 86032
3.0,3.0,1.7,0.3,1.4,0.7,6.7,621.2,26.3,66.5,Sugarcane_Co 86032
2.7,2.7,1.7,0.4,1.6,0.6,6.9,708.7,28.7,66.5,Sugarcane_Co 86032
3.0,3.4,2.4,0.3,1.3,0.4,6.4,604.7,27.2,65.8,Sugarcane_Co 86032
2.6,3.2,2.3,0.4,1.1,0.5,6.7,611.1,25.7,71.8,Sugarcane_Co 86032
3.0,2.7,1.8,0.3,1.2,0.7,7.0,643.3,23.2,72.6,Sugarcane_Co 86032
2.8,2.7,2.4,0.6,1.3,0.6,6.5,736.0,26.0,79.9,Sugarcane_Co 86032
2.6,2.8,1.5,0.3,1.3,0.5,6.4,713.1,29.0,77.1,Sugarcane_Co 86032
3.0,2.9,1.7,0.4,1.2,0.5,7.1,738.5,27.7,78.6,Sugarcane_Co 86032
2.9,2.6,2.3,0.3,1.5,0.7,6.6,711.8,23.5,74.3,Sugarcane_Co 86032
2.6,2.5,2.2,0.6,1.3,0.7,6.8,844.1,29.3,73.7,Sugarcane_Co 86032
2.6,3.4,2.4,0.3,1.3,0.8,7.2,625.2,27.8,78.6,Sugarcane_Co 99004
2.6,3.3,1.5,0.5,1.2,0.6,6.2,653.9,26.8,75.9,Sugarcane_Co 99004
2.8,3.1,2.1,0.4,1.3,0.8,6.6,605.7,28.4,79.4,Sugarcane_Co 99004
3.1,3.1,2.3,0.3,1.0,0.6,6.8,791.9,25.6,71.5,Sugarcane_Co 99004
2.6,2.9,1.6,0.3,1.1,0.5,6.8,757.8,24.2,72.5,Sugarcane_Co 99004
2.7,3.5,2.0,0.2,1.0,0.5,6.6,841.3,26.5,74.7,Sugarcane_Co 99004
2.7,2.5,2.4,0.4,1.2,0.7,6.5,757.9,24.3,77.6,Sugarcane_Co 99004
2.9,3.3,2.1,0.5,1.1,0.6,6.6,846.2,30.0,75.0,Sugarcane_Co 99004
3.0,2.5,2.0,0.6,1.0,0.7,6.7,713.5,29.7,65.9,Sugarcane_Co 99004
2.9,3.5,2.5,0.4,1.0,0.5,6.9,748.3,29.1,70.4,Sugarcane_Co 99004
3.1,3.1,1.9,0.6,1.2,0.5,6.5,622.2,24.9,71.3,Sugarcane_Co 99004
3.1,3.1,1.8,0.3,1.3,0.7,6.8,630.7,25.9,67.7,Sugarcane_Co 99004
2.8,3.0,1.8,0.4,1.3,0.4,7.0,722.9,23.5,77.6,Sugarcane_Co 99004
3.1,2.7,1.7,0.3,1.1,0.5,7.1,758.4,26.0,66.8,Sugarcane_Co 99004
2.8,3.2,1.6,0.5,1.1,0.5,6.4,669.5,27.0,68.9,Sugarcane_Co 99004
3.2,2.9,2.0,0.4,1.3,0.3,6.2,648.5,26.2,69.3,Sugarcane_Co 99004
2.6,2.6,2.4,0.4,1.1,0.4,6.4,620.6,23.7,76.1,Sugarcane_Co 99004
2.5,3.5,1.6,0.4,1.6,0.6,7.0,750.2,29.3,68.4,Sugarcane_Co 99004
2.8,2.7,2.3,0.6,1.1,0.5,6.3,784.8,27.6,79.6,Sugarcane_Co 99004
2.8,3.1,1.7,0.5,1.2,0.7,6.3,684.4,26.0,75.2,Sugarcane_Co 99004
2.7,2.6,2.4,0.2,1.1,0.8,6.6,734.2,28.7,76.0,Sugarcane_Co 99004
3.1,2.9,1.8,0.5,1.5,0.4,6.9,609.9,25.1,78.0,Sugarcane_Co 99004
2.5,3.1,2.0,0.3,1.3,0.6,6.6,725.2,29.9,76.5,Sugarcane_Co 99004
3.0,3.2,1.7,0.2,1.3,0.5,6.6,694.7,27.7,70.5,Sugarcane_Co 99004
3.1,2.9,2.0,0.4,1.1,0.8,6.3,793.6,26.6,72.0,Sugarcane_Co 99004
3.2,3.5,2.5,0.5,1.2,0.3,7.0,763.5,27.9,73.8,Sugarcane_Co 99004
2.5,3.1,1.6,0.4,1.2,0.4,7.1,779.6,29.6,75.3,Sugarcane_Co 99004
3.2,2.9,2.3,0.4,1.2,0.6,6.4,818.5,24.2,71.5,Sugarcane_Co 99004
2.9,3.2,2.5,0.4,1.4,0.4,6.5,709.1,28.7,79.1,Sugarcane_Co 99004
2.8,2.8,2.3,0.4,1.6,0.6,7.1,673.0,25.7,73.5,Sugarcane_Co 99004
2.6,2.9,2.3,0.6,1.6,0.6,6.5,842.5,29.5,77.3,Sugarcane_Co 99004
2.7,2.5,1.6,0.6,1.2,0.4,6.8,682.0,26.5,74.6,Sugarcane_Co 99004
2.8,2.7,2.0,0.4,1.3,0.6,6.8,654.2,29.5,75.3,Sugarcane_Co 99004
2.7,3.3,1.7,0.3,1.1,0.3,6.8,736.6,25.8,69.9,Sugarcane_Co 99004
3.2,3.3,1.7,0.3,1.6,0.3,6.7,697.2,26.6,70.3,Sugarcane_Co 99004
2.9,2.6,2.0,0.6,1.1,0.7,7.1,834.6,28.0,79.7,Sugarcane_Co 99004
3.0,3.0,1.8,0.5,1.3,0.4,6.2,658.3,23.5,71.4,Sugarcane_Co 99004
2.7,2.8,2.2,0.5,1.6,0.5,6.8,817.7,28.1,65.1,Sugarcane_Co 99004
3.0,3.4,2.0,0.5,1.1,0.7,6.7,766.8,27.5,67.5,Sugarcane_Co 99004
2.9,3.1,1.9,0.4,1.2,0.7,6.8,849.0,29.7,72.1,Sugarcane_Co 99004
2.9,3.3,1.6,0.5,1.2,0.4,6.8,604.5,26.0,65.1,Sugarcane_Co 99004
2.8,3.3,2.1,0.3,1.2,0.6,6.8,620.7,25.7,66.1,Sugarcane_Co 99004
2.6,2.8,2.0,0.5,1.4,0.4,6.6,651.2,27.1,75.1,Sugarcane_Co 99004
2.7,3.1,1.7,0.5,1.0,0.8,6.5,844.8,23.2,71.2,Sugarcane_Co 99004
2.8,3.4,1.9,0.5,1.2,0.5,6.2,753.8,26.3,75.3,Sugarcane_Co 99004
2.5,3.0,2.4,0.2,1.0,0.7,6.3,656.0,27.8,79.4,Sugarcane_Co 99004
3.1,3.3,1.8,0.5,1.4,0.4,6.5,700.5,29.6,65.3,Sugarcane_Co 99004
2.9,2.8,1.9,0.6,1.2,0.3,7.1,724.9,28.6,67.0,Sugarcane_Co 99004
2.9,2.8,1.5,0.4,1.4,0.4,7.1,683.3,24.6,73.9,Sugarcane_Co 99004
3.1,2.6,1.8,0.5,1.1,0.4,6.7,706.0,27.0,70.5,Sugarcane_Co 99004
3.0,3.2,1.6,0.4,1.2,0.4,6.2,721.9,23.3,66.4,Sugarcane_Co 99004
2.6,3.5,2.0,0.4,1.6,0.6,6.8,849.9,29.5,78.5,Sugarcane_Co 99004
3.1,3.3,1.6,0.4,1.1,0.4,6.3,657.3,26.0,73.6,Sugarcane_Co 99004
2.5,3.3,2.4,0.3,1.1,0.5,6.8,766.8,26.6,75.3,Sugarcane_Co 99004
2.8,3.5,2.2,0.6,1.3,0.7,6.6,820.5,25.6,69.6,Sugarcane_Co 99004
3.1,3.3,2.2,0.4,1.5,0.7,6.3,760.6,27.1,73.0,Sugarcane_Co 99004
3.1,2.8,2.5,0.4,1.3,0.7,6.6,617.6,28.7,69.3,Sugarcane_Co 99004
2.6,3.3,1.8,0.3,1.5,0.6,7.1,767.5,23.6,69.3,Sugarcane_Co 99004
